DateKey,FullDateKey,DayNumberInWeek,DayName,DayNumber,MonthNumber,YearNumber,WeekNumber,DayWeekType
493,08.05.2015,5,Friday,8,5,2015,19,workday
494,09.05.2015,6,Saturday,9,5,2015,19,weekend
495,10.05.2015,7,Sunday,10,5,2015,19,weekend
496,11.05.2015,1,Monday,11,5,2015,20,workday
497,12.05.2015,2,Tuesday,12,5,2015,20,workday
498,13.05.2015,3,Wednesday,13,5,2015,20,workday
499,14.05.2015,4,Thursday,14,5,2015,20,workday
500,15.05.2015,5,Friday,15,5,2015,20,workday
501,16.05.2015,6,Saturday,16,5,2015,20,weekend
502,17.05.2015,7,Sunday,17,5,2015,20,weekend
503,18.05.2015,1,Monday,18,5,2015,21,workday
504,19.05.2015,2,Tuesday,19,5,2015,21,workday
505,20.05.2015,3,Wednesday,20,5,2015,21,workday
506,21.05.2015,4,Thursday,21,5,2015,21,workday
507,22.05.2015,5,Friday,22,5,2015,21,workday
508,23.05.2015,6,Saturday,23,5,2015,21,weekend
509,24.05.2015,7,Sunday,24,5,2015,21,weekend
510,25.05.2015,1,Monday,25,5,2015,22,workday
511,26.05.2015,2,Tuesday,26,5,2015,22,workday
512,27.05.2015,3,Wednesday,27,5,2015,22,workday
513,28.05.2015,4,Thursday,28,5,2015,22,workday
514,29.05.2015,5,Friday,29,5,2015,22,workday
515,30.05.2015,6,Saturday,30,5,2015,22,weekend
516,31.05.2015,7,Sunday,31,5,2015,22,weekend
517,01.06.2015,1,Monday,1,6,2015,23,workday
518,02.06.2015,2,Tuesday,2,6,2015,23,workday
519,03.06.2015,3,Wednesday,3,6,2015,23,workday
520,04.06.2015,4,Thursday,4,6,2015,23,workday
521,05.06.2015,5,Friday,5,6,2015,23,workday
522,06.06.2015,6,Saturday,6,6,2015,23,weekend
523,07.06.2015,7,Sunday,7,6,2015,23,weekend
524,08.06.2015,1,Monday,8,6,2015,24,workday
525,09.06.2015,2,Tuesday,9,6,2015,24,workday
526,10.06.2015,3,Wednesday,10,6,2015,24,workday
527,11.06.2015,4,Thursday,11,6,2015,24,workday
528,12.06.2015,5,Friday,12,6,2015,24,workday
529,13.06.2015,6,Saturday,13,6,2015,24,weekend
530,14.06.2015,7,Sunday,14,6,2015,24,weekend
531,15.06.2015,1,Monday,15,6,2015,25,workday
532,16.06.2015,2,Tuesday,16,6,2015,25,workday
533,17.06.2015,3,Wednesday,17,6,2015,25,workday
534,18.06.2015,4,Thursday,18,6,2015,25,workday
535,19.06.2015,5,Friday,19,6,2015,25,workday
536,20.06.2015,6,Saturday,20,6,2015,25,weekend
537,21.06.2015,7,Sunday,21,6,2015,25,weekend
538,22.06.2015,1,Monday,22,6,2015,26,workday
539,23.06.2015,2,Tuesday,23,6,2015,26,workday
540,24.06.2015,3,Wednesday,24,6,2015,26,workday
541,25.06.2015,4,Thursday,25,6,2015,26,workday
542,26.06.2015,5,Friday,26,6,2015,26,workday
543,27.06.2015,6,Saturday,27,6,2015,26,weekend
544,28.06.2015,7,Sunday,28,6,2015,26,weekend
545,29.06.2015,1,Monday,29,6,2015,27,workday
546,30.06.2015,2,Tuesday,30,6,2015,27,workday
547,01.07.2015,3,Wednesday,1,7,2015,27,workday
548,02.07.2015,4,Thursday,2,7,2015,27,workday
549,03.07.2015,5,Friday,3,7,2015,27,workday
550,04.07.2015,6,Saturday,4,7,2015,27,weekend
551,05.07.2015,7,Sunday,5,7,2015,27,weekend
552,06.07.2015,1,Monday,6,7,2015,28,workday
553,07.07.2015,2,Tuesday,7,7,2015,28,workday
554,08.07.2015,3,Wednesday,8,7,2015,28,workday
555,09.07.2015,4,Thursday,9,7,2015,28,workday
556,10.07.2015,5,Friday,10,7,2015,28,workday
557,11.07.2015,6,Saturday,11,7,2015,28,weekend
558,12.07.2015,7,Sunday,12,7,2015,28,weekend
559,13.07.2015,1,Monday,13,7,2015,29,workday
560,14.07.2015,2,Tuesday,14,7,2015,29,workday
561,15.07.2015,3,Wednesday,15,7,2015,29,workday
562,16.07.2015,4,Thursday,16,7,2015,29,workday
563,17.07.2015,5,Friday,17,7,2015,29,workday
564,18.07.2015,6,Saturday,18,7,2015,29,weekend
565,19.07.2015,7,Sunday,19,7,2015,29,weekend
566,20.07.2015,1,Monday,20,7,2015,30,workday
567,21.07.2015,2,Tuesday,21,7,2015,30,workday
568,22.07.2015,3,Wednesday,22,7,2015,30,workday
569,23.07.2015,4,Thursday,23,7,2015,30,workday
570,24.07.2015,5,Friday,24,7,2015,30,workday
571,25.07.2015,6,Saturday,25,7,2015,30,weekend
572,26.07.2015,7,Sunday,26,7,2015,30,weekend
573,27.07.2015,1,Monday,27,7,2015,31,workday
574,28.07.2015,2,Tuesday,28,7,2015,31,workday
575,29.07.2015,3,Wednesday,29,7,2015,31,workday
576,30.07.2015,4,Thursday,30,7,2015,31,workday
577,31.07.2015,5,Friday,31,7,2015,31,workday
578,01.08.2015,6,Saturday,1,8,2015,31,weekend
579,02.08.2015,7,Sunday,2,8,2015,31,weekend
580,03.08.2015,1,Monday,3,8,2015,32,workday
581,04.08.2015,2,Tuesday,4,8,2015,32,workday
582,05.08.2015,3,Wednesday,5,8,2015,32,workday
583,06.08.2015,4,Thursday,6,8,2015,32,workday
584,07.08.2015,5,Friday,7,8,2015,32,workday
585,08.08.2015,6,Saturday,8,8,2015,32,weekend
586,09.08.2015,7,Sunday,9,8,2015,32,weekend
587,10.08.2015,1,Monday,10,8,2015,33,workday
588,11.08.2015,2,Tuesday,11,8,2015,33,workday
589,12.08.2015,3,Wednesday,12,8,2015,33,workday
590,13.08.2015,4,Thursday,13,8,2015,33,workday
591,14.08.2015,5,Friday,14,8,2015,33,workday
592,15.08.2015,6,Saturday,15,8,2015,33,weekend
593,16.08.2015,7,Sunday,16,8,2015,33,weekend
594,17.08.2015,1,Monday,17,8,2015,34,workday
595,18.08.2015,2,Tuesday,18,8,2015,34,workday
596,19.08.2015,3,Wednesday,19,8,2015,34,workday
597,20.08.2015,4,Thursday,20,8,2015,34,workday
